header.cases,/nfs/home/zhangruisi/Downloads/xs-env/XiangShan/SPEC06_EmuTasks_1208/lbm_140840000000_0.429260/simulator_err.txt
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access20,0
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access21,0
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access22,0
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access23,0
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access24,0
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access25,0
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access26,0
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access27,111462
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access28,0
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access29,0
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access30,0
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access31,0
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access32,28026
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access33,27598
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access34,27387
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access35,25673
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access36,27910
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access37,27658
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access38,27371
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access39,24727
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access40,27034
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access41,25182
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access42,27287
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access43,25829
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access44,27000
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access45,27291
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access46,28311
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.access47,27659
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.hit,906330
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.port0_multi_hit,0
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.port1_multi_hit,0
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.port2_multi_hit,0
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.refill0,11
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.refill1,12
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.refill2,12
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.refill3,11
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.refill4,12
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.refill5,12
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.refill6,12
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.refill7,11
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.refill8,11
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.refill9,12
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.refill10,12
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.refill11,12
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.refill12,11
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.refill13,12
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.refill14,12
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.refill15,12
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.refill16,0
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.refill17,0
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.refill18,0
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.refill19,0
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.refill20,0
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.refill21,0
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.refill22,0
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.refill23,0
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.refill24,0
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.refill25,0
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.refill26,0
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.refill27,0
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.refill28,0
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.refill29,0
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.refill30,0
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.refill31,0
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.refill32,12
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.refill33,12
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.refill34,12
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.refill35,12
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.refill36,12
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.refill37,12
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.refill38,12
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.refill39,11
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.refill40,12
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.refill41,12
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.refill42,12
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.refill43,11
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.refill44,12
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.refill45,12
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.refill46,12
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.entries.page_ldtlb_storage_fa.refill47,12
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.first_access0,1518116
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.first_access1,1734476
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.first_access2,0
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.first_miss0,834
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.first_miss1,1011
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.first_miss2,0
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.miss0,834
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.miss1,1011
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.miss2,0
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.ptw_resp_count,377
core_with_l2.core.memBlock.dtlb_ld_tlb_ld.ptw_resp_pf_count,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.access0,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.access,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.access0,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.access1,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.access2,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.access3,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.access4,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.access5,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.access6,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.access7,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.access8,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.access9,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.access10,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.access11,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.access12,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.access13,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.access14,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.access15,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.access16,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.access17,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.access18,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.access19,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.access20,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.access21,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.access22,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.access23,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.access24,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.access25,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.access26,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.access27,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.access28,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.access29,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.access30,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.access31,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.access32,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.access33,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.access34,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.access35,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.access36,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.access37,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.access38,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.access39,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.access40,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.access41,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.access42,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.access43,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.access44,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.access45,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.access46,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.access47,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.hit,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.port0_multi_hit,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.refill0,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.refill1,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.refill2,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.refill3,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.refill4,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.refill5,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.refill6,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.refill7,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.refill8,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.refill9,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.refill10,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.refill11,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.refill12,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.refill13,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.refill14,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.refill15,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.refill16,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.refill17,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.refill18,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.refill19,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.refill20,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.refill21,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.refill22,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.refill23,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.refill24,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.refill25,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.refill26,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.refill27,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.refill28,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.refill29,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.refill30,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.refill31,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.refill32,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.refill33,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.refill34,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.refill35,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.refill36,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.refill37,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.refill38,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.refill39,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.refill40,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.refill41,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.refill42,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.refill43,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.refill44,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.refill45,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.refill46,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.entries.page_pftlb_storage_fa.refill47,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.first_access0,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.first_miss0,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.miss0,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.ptw_resp_count,0
core_with_l2.core.memBlock.dtlb_prefetch_tlb_prefetch.ptw_resp_pf_count,0
core_with_l2.core.memBlock.dtlb_st_tlb_st.access0,659636
core_with_l2.core.memBlock.dtlb_st_tlb_st.access1,807497
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.access,152559
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.access0,19865
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.access1,22999
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.access2,18289
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.access3,19529
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.access4,15072
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.access5,19053
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.access6,21145
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.access7,22330
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.access8,17591
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.access9,20075
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.access10,19074
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.access11,15692
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.access12,14945
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.access13,18900
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.access14,14942
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.access15,15897
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.access16,24623
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.access17,24845
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.access18,19791
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.access19,26135
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.access20,21643
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.access21,26217
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.access22,18487
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.access23,19213
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.access24,21057
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.access25,21836
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.access26,11907
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.access27,15132
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.access28,11924
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.access29,16117
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.access30,12711
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.access31,12953
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.access32,43237
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.access33,39968
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.access34,43981
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.access35,38273
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.access36,29271
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.access37,30491
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.access38,34012
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.access39,31152
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.access40,45376
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.access41,43619
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.access42,42393
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.access43,36974
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.access44,34654
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.access45,30480
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.access46,34168
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.access47,42026
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.hit,154528
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.port0_multi_hit,0
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.port1_multi_hit,0
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.refill0,35
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.refill1,35
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.refill2,35
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.refill3,35
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.refill4,34
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.refill5,34
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.refill6,35
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.refill7,34
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.refill8,34
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.refill9,35
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.refill10,35
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.refill11,34
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.refill12,34
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.refill13,35
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.refill14,35
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.refill15,35
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.refill16,36
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.refill17,37
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.refill18,36
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.refill19,36
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.refill20,36
core_with_l2.core.memBlock.dtlb_st_tlb_st.entries.page_sttlb_storage_fa.refill21,37
