header.cases,/nfs/home/zhangruisi/Downloads/xs-env/XiangShan/SPEC06_EmuTasks_1208/lbm_140840000000_0.429260/simulator_err.txt
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.select_24,221435
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.select_25,219057
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.select_26,215448
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.select_27,212353
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.select_28,210042
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.select_29,208330
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.select_30,204292
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.select_31,201747
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.source_bypass_0_0,483573
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.source_bypass_0_1,394451
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.source_bypass_1_0,373040
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.source_bypass_1_1,335551
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.source_bypass_2_0,467544
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.source_bypass_2_1,394430
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.source_bypass_3_0,387269
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.source_bypass_3_1,261842
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.srcState_ready_0,16723240
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.srcState_ready_1,12636496
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.blocked_entries,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.can_issue_entries_0_1,22868628
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.can_issue_entries_1_2,1909477
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.can_issue_entries_2_3,882336
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.can_issue_entries_3_4,394883
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.can_issue_entries_4_5,298224
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.can_issue_entries_5_6,262515
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.can_issue_entries_6_7,219956
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.can_issue_entries_7_8,161167
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.can_issue_entries_8_9,112107
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.can_issue_entries_9_10,76491
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.can_issue_entries_10_11,52292
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.can_issue_entries_11_12,33490
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.can_issue_entries_12_13,18549
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.can_issue_entries_13_14,8586
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.can_issue_entries_14_15,3449
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.can_issue_entries_15_16,1282
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.can_issue_entries_16_17,388
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.can_issue_entries_17_18,102
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.can_issue_entries_18_19,32
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.can_issue_entries_19_20,5
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.can_issue_entries_20_21,3
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.can_issue_entries_21_22,1
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.can_issue_entries_22_23,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.can_issue_entries_23_24,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.can_issue_entries_24_25,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.can_issue_entries_25_26,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.can_issue_entries_26_27,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.can_issue_entries_27_28,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.can_issue_entries_28_29,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.can_issue_entries_29_30,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.can_issue_entries_30_31,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.can_issue_entries_31_32,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.can_issue_entries_mean,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.can_issue_entries_overflow,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.can_issue_entries_sampled,27303963
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.can_issue_entries_sum,12699175
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.can_issue_entries_underflow,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.critical_wakeup_0_0,603961
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.critical_wakeup_0_1,284941
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.critical_wakeup_0_2,19756
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.critical_wakeup_1_0,531637
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.critical_wakeup_1_1,208089
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.critical_wakeup_1_2,15432
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.critical_wakeup_2_0,556835
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.critical_wakeup_2_1,298526
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.critical_wakeup_2_2,20391
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.critical_wakeup_3_0,445360
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.critical_wakeup_3_1,224337
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.critical_wakeup_3_2,14856
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.critical_wakeup_4_0,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.critical_wakeup_4_1,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.critical_wakeup_4_2,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.critical_wakeup_5_0,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.critical_wakeup_5_1,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.critical_wakeup_5_2,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.critical_wakeup_6_0,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.critical_wakeup_6_1,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.critical_wakeup_6_2,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.critical_wakeup_7_0,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.critical_wakeup_7_1,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.critical_wakeup_7_2,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.critical_wakeup_8_0,5038
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.critical_wakeup_8_1,97806
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.critical_wakeup_8_2,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.critical_wakeup_9_0,38831
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.critical_wakeup_9_1,112184
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.critical_wakeup_9_2,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.critical_wakeup_10_0,309879
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.critical_wakeup_10_1,530447
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.critical_wakeup_10_2,20096
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.critical_wakeup_11_0,116210
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.critical_wakeup_11_1,808
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.critical_wakeup_11_2,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.critical_wakeup_from_fma_0,15662
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.critical_wakeup_from_fma_1,10471
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.critical_wakeup_from_fma_2,16548
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.critical_wakeup_from_fma_3,9597
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.critical_wakeup_from_fma_4,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.critical_wakeup_from_fma_5,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.critical_wakeup_from_fma_6,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.critical_wakeup_from_fma_7,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.not_selected_entries,6073706
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.replayed_entries,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.scheduled_entries,17156907
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.valid_entries_0_1,322749
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.valid_entries_1_2,1727
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.valid_entries_2_3,2320
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.valid_entries_3_4,25
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.valid_entries_4_5,781
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.valid_entries_5_6,33
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.valid_entries_6_7,784
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.valid_entries_7_8,38
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.valid_entries_8_9,791
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.valid_entries_9_10,36
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.valid_entries_10_11,814
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.valid_entries_11_12,68
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.valid_entries_12_13,915
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.valid_entries_13_14,416
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.valid_entries_14_15,2013
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.valid_entries_15_16,3791
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.valid_entries_16_17,12401
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.valid_entries_17_18,28674
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.valid_entries_18_19,56721
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.valid_entries_19_20,91256
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.valid_entries_20_21,128071
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.valid_entries_21_22,158376
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.valid_entries_22_23,177624
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.valid_entries_23_24,196312
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.valid_entries_24_25,207340
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.valid_entries_25_26,206799
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.valid_entries_26_27,213769
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.valid_entries_27_28,259525
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.valid_entries_28_29,544292
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.valid_entries_29_30,852009
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.valid_entries_30_31,1368320
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.valid_entries_31_32,22465173
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.valid_entries_mean,30
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.valid_entries_overflow,20515719
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.valid_entries_sampled,27303963
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.valid_entries_sum,838528035
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.valid_entries_underflow,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.wait_for_src_0,152291798
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.wait_for_src_1,58245230
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.wait_for_src_2,2524132
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.wakeup_0_0,863706
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.wakeup_0_1,284941
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.wakeup_0_2,336691
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.wakeup_1_0,830363
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.wakeup_1_1,208089
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.wakeup_1_2,272107
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.wakeup_2_0,801316
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.wakeup_2_1,298526
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.wakeup_2_2,356421
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.wakeup_3_0,713214
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.wakeup_3_1,224338
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.wakeup_3_2,298136
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.wakeup_4_0,873620
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.wakeup_4_1,284941
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.wakeup_4_2,336691
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.wakeup_5_0,848980
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.wakeup_5_1,208089
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.wakeup_5_2,272106
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.wakeup_6_0,815039
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.wakeup_6_1,298525
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.wakeup_6_2,356422
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.wakeup_7_0,741360
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.wakeup_7_1,224338
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.wakeup_7_2,298137
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.wakeup_8_0,281635
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.wakeup_8_1,820871
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.wakeup_8_2,2357
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.wakeup_9_0,337851
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.wakeup_9_1,797362
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.wakeup_9_2,1524
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.wakeup_10_0,682564
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.wakeup_10_1,731730
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.wakeup_10_2,152808
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.wakeup_11_0,376567
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.wakeup_11_1,185032
core_with_l2.core.backend.exuBlocks_1.scheduler.rs.rs_1.statusArray.wakeup_11_2,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.allocate_fire_0,301503
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.allocate_fire_1,450578
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.allocate_fire_2,294703
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.allocate_fire_3,435042
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.allocate_num,1481746
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.allocate_valid_0,301503
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.allocate_valid_1,450580
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.allocate_valid_2,294703
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.allocate_valid_3,435090
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.deq_dispatch_bypass_0,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.deq_dispatch_bypass_1,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.deq_dispatch_bypass_2,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.deq_dispatch_bypass_3,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.deq_fire_0,737238
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.deq_fire_1,737236
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.deq_oldest,316526
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.deq_oldest_override_select_0,316526
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.deq_oldest_override_select_1,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.deq_select_0,420714
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.deq_select_1,737238
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.deq_valid_0,737238
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.deq_valid_1,737236
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.full,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.issue_0,75662
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.issue_1,75342
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.issue_2,72071
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.issue_3,73658
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.issue_4,65328
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.issue_5,73172
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.issue_6,48495
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.issue_7,70808
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.issue_8,25723
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.issue_9,63314
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.issue_10,9271
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.issue_11,47926
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.issue_12,2529
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.issue_13,28670
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.issue_14,511
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.issue_15,14410
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.issue_16,400
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.issue_17,13113
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.issue_18,2060
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.issue_19,25091
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.issue_20,8473
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.issue_21,44246
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.issue_22,24262
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.issue_23,60978
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.issue_24,46527
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.issue_25,70241
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.issue_26,64778
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.issue_27,73024
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.issue_28,71920
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.issue_29,73659
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.issue_30,74528
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.issue_31,74286
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.issue_num_0_1,26080936
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.issue_num_1_2,1223027
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.issue_num_mean,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.issue_num_overflow,251447
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.issue_num_sampled,27303963
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.issue_num_sum,1474474
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.issue_num_underflow,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.num_wakeup_0_0,75663
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.num_wakeup_0_1,56526
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.num_wakeup_1_0,75345
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.num_wakeup_1_1,56401
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.num_wakeup_2_0,72071
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.num_wakeup_2_1,27847
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.num_wakeup_3_0,73658
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.num_wakeup_3_1,25626
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.num_wakeup_4_0,65328
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.num_wakeup_4_1,7472
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.num_wakeup_5_0,73172
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.num_wakeup_5_1,6767
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.num_wakeup_6_0,48495
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.num_wakeup_6_1,118
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.num_wakeup_7_0,70808
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.num_wakeup_7_1,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.num_wakeup_8_0,25723
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.num_wakeup_8_1,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.num_wakeup_9_0,63314
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.num_wakeup_9_1,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.num_wakeup_10_0,9271
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.num_wakeup_10_1,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.num_wakeup_11_0,47925
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.num_wakeup_11_1,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.num_wakeup_12_0,2529
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.num_wakeup_12_1,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.num_wakeup_13_0,28670
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.num_wakeup_13_1,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.num_wakeup_14_0,511
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.num_wakeup_14_1,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.num_wakeup_15_0,14410
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.num_wakeup_15_1,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.num_wakeup_16_0,400
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.num_wakeup_16_1,0
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.num_wakeup_17_0,13113
core_with_l2.core.backend.exuBlocks_1.scheduler.rs_1.rs_0.num_wakeup_17_1,0
