header.cases,17520000000_0.126350,191500000000_0.105600,231360000000_0.096362
core_with_l2.core.backend.ctrlBlock.intDq.out_try,24163496,42931756,37906062
core_with_l2.core.backend.ctrlBlock.intDq.util_0_1,10126114,22849684,22504975
core_with_l2.core.backend.ctrlBlock.intDq.util_1_2,1007590,1995723,1977321
core_with_l2.core.backend.ctrlBlock.intDq.util_2_3,1146279,2190371,2885745
core_with_l2.core.backend.ctrlBlock.intDq.util_3_4,1445587,2245244,3347492
core_with_l2.core.backend.ctrlBlock.intDq.util_4_5,869133,1484005,1002958
core_with_l2.core.backend.ctrlBlock.intDq.util_5_6,1126777,748568,562353
core_with_l2.core.backend.ctrlBlock.intDq.util_6_7,1119550,493172,214587
core_with_l2.core.backend.ctrlBlock.intDq.util_7_8,1245082,234029,231164
core_with_l2.core.backend.ctrlBlock.intDq.util_8_9,465541,346286,275993
core_with_l2.core.backend.ctrlBlock.intDq.util_9_10,80,690500,582268
core_with_l2.core.backend.ctrlBlock.intDq.util_10_11,208,744465,576808
core_with_l2.core.backend.ctrlBlock.intDq.util_11_12,20,1499447,1045119
core_with_l2.core.backend.ctrlBlock.intDq.util_12_13,3,863059,569010
core_with_l2.core.backend.ctrlBlock.intDq.util_13_14,6,771767,454751
core_with_l2.core.backend.ctrlBlock.intDq.util_14_15,2,388603,238009
core_with_l2.core.backend.ctrlBlock.intDq.util_15_16,0,208134,96179
core_with_l2.core.backend.ctrlBlock.intDq.util_mean,1,2,1
core_with_l2.core.backend.ctrlBlock.intDq.util_overflow,0,55425,23120
core_with_l2.core.backend.ctrlBlock.intDq.util_sampled,18551972,37753057,36564732
core_with_l2.core.backend.ctrlBlock.intDq.util_sum,35907690,89319203,69771113
core_with_l2.core.backend.ctrlBlock.intDq.util_underflow,0,0,0
core_with_l2.core.backend.ctrlBlock.intDq.utilization,35907692,89319203,69771124
core_with_l2.core.backend.ctrlBlock.lsDq.empty,3701392,7573715,6886717
core_with_l2.core.backend.ctrlBlock.lsDq.exHalf,5287154,19842043,19189519
core_with_l2.core.backend.ctrlBlock.lsDq.fake_block,1647857,1300723,999704
core_with_l2.core.backend.ctrlBlock.lsDq.full,5750375,19221569,18542925
core_with_l2.core.backend.ctrlBlock.lsDq.in,25670927,20519411,20326448
core_with_l2.core.backend.ctrlBlock.lsDq.out,24070221,19194474,19099257
core_with_l2.core.backend.ctrlBlock.lsDq.out_try,55445967,112356397,110241695
core_with_l2.core.backend.ctrlBlock.lsDq.util_0_1,3701392,7573714,6886717
core_with_l2.core.backend.ctrlBlock.lsDq.util_1_2,852485,1036307,940122
core_with_l2.core.backend.ctrlBlock.lsDq.util_2_3,310688,1927141,2262361
core_with_l2.core.backend.ctrlBlock.lsDq.util_3_4,736255,1397038,1124808
core_with_l2.core.backend.ctrlBlock.lsDq.util_4_5,1091357,884619,1843625
core_with_l2.core.backend.ctrlBlock.lsDq.util_5_6,1469402,937826,624591
core_with_l2.core.backend.ctrlBlock.lsDq.util_6_7,2981982,1391398,1908591
core_with_l2.core.backend.ctrlBlock.lsDq.util_7_8,768965,1261215,792721
core_with_l2.core.backend.ctrlBlock.lsDq.util_8_9,1352292,1501756,991677
core_with_l2.core.backend.ctrlBlock.lsDq.util_9_10,299506,1085534,945359
core_with_l2.core.backend.ctrlBlock.lsDq.util_10_11,952381,908781,774563
core_with_l2.core.backend.ctrlBlock.lsDq.util_11_12,378486,3910248,3665673
core_with_l2.core.backend.ctrlBlock.lsDq.util_12_13,1767230,4333852,4732000
core_with_l2.core.backend.ctrlBlock.lsDq.util_13_14,406021,6447496,6238052
core_with_l2.core.backend.ctrlBlock.lsDq.util_14_15,1017266,2998589,2721241
core_with_l2.core.backend.ctrlBlock.lsDq.util_15_16,466264,157543,112631
core_with_l2.core.backend.ctrlBlock.lsDq.util_mean,6,7,7
core_with_l2.core.backend.ctrlBlock.lsDq.util_overflow,293868,1832,340
core_with_l2.core.backend.ctrlBlock.lsDq.util_sampled,18551972,37753057,36564732
core_with_l2.core.backend.ctrlBlock.lsDq.util_sum,113885342,288539489,278512851
core_with_l2.core.backend.ctrlBlock.lsDq.util_underflow,0,0,0
core_with_l2.core.backend.ctrlBlock.lsDq.utilization,113885350,288539489,278512854
core_with_l2.core.backend.ctrlBlock.rename.control_recovery_stall,1026454,992917,1044051
core_with_l2.core.backend.ctrlBlock.rename.fpFreeList.allocation_blocked,0,0,0
core_with_l2.core.backend.ctrlBlock.rename.fpFreeList.can_alloc_wrong,0,0,0
core_with_l2.core.backend.ctrlBlock.rename.fpFreeList.utilization,2968315680,6040489280,5850357132
core_with_l2.core.backend.ctrlBlock.rename.fused_lui_load_instr_count,0,3830,3783
core_with_l2.core.backend.ctrlBlock.rename.in,53996779,49551395,49754148
core_with_l2.core.backend.ctrlBlock.rename.mem_violation_recovery_stall,13740,4408,2296
core_with_l2.core.backend.ctrlBlock.rename.move_instr_count,3212795,3159445,3207168
core_with_l2.core.backend.ctrlBlock.rename.other_recovery_stall,0,0,0
core_with_l2.core.backend.ctrlBlock.rename.recovery_stall,1040194,997325,1046347
core_with_l2.core.backend.ctrlBlock.rename.slots_fire_0_1,9332586,28306798,26387162
core_with_l2.core.backend.ctrlBlock.rename.slots_fire_1_2,198759,414855,428783
core_with_l2.core.backend.ctrlBlock.rename.slots_fire_2_3,208667,522366,655658
core_with_l2.core.backend.ctrlBlock.rename.slots_fire_3_4,1600,519619,1330224
core_with_l2.core.backend.ctrlBlock.rename.slots_fire_4_5,152143,490951,799838
core_with_l2.core.backend.ctrlBlock.rename.slots_fire_5_6,18887,1069821,1548374
core_with_l2.core.backend.ctrlBlock.rename.slots_fire_6_7,8639330,6428647,5414693
core_with_l2.core.backend.ctrlBlock.rename.slots_fire_mean,2,1,1
core_with_l2.core.backend.ctrlBlock.rename.slots_fire_overflow,0,0,0
core_with_l2.core.backend.ctrlBlock.rename.slots_fire_sampled,18551972,37753057,36564732
core_with_l2.core.backend.ctrlBlock.rename.slots_fire_sum,53159880,48903235,49160151
core_with_l2.core.backend.ctrlBlock.rename.slots_fire_underflow,0,0,0
core_with_l2.core.backend.ctrlBlock.rename.slots_valid_pure_0_1,0,0,0
core_with_l2.core.backend.ctrlBlock.rename.slots_valid_pure_1_2,198759,414855,428783
core_with_l2.core.backend.ctrlBlock.rename.slots_valid_pure_2_3,208667,522366,655658
core_with_l2.core.backend.ctrlBlock.rename.slots_valid_pure_3_4,1600,519619,1330224
core_with_l2.core.backend.ctrlBlock.rename.slots_valid_pure_4_5,152143,490951,799838
core_with_l2.core.backend.ctrlBlock.rename.slots_valid_pure_5_6,18887,1069821,1548374
core_with_l2.core.backend.ctrlBlock.rename.slots_valid_pure_6_7,8639330,6428647,5414693
core_with_l2.core.backend.ctrlBlock.rename.slots_valid_pure_mean,5,5,4
core_with_l2.core.backend.ctrlBlock.rename.slots_valid_pure_overflow,0,0,0
core_with_l2.core.backend.ctrlBlock.rename.slots_valid_pure_sampled,9219386,9446259,10177570
core_with_l2.core.backend.ctrlBlock.rename.slots_valid_pure_sum,53159880,48903235,49160151
core_with_l2.core.backend.ctrlBlock.rename.slots_valid_pure_underflow,0,0,0
core_with_l2.core.backend.ctrlBlock.rename.slots_valid_rough_0_1,2217535,3351417,3679671
core_with_l2.core.backend.ctrlBlock.rename.slots_valid_rough_1_2,307644,510688,492021
core_with_l2.core.backend.ctrlBlock.rename.slots_valid_rough_2_3,253266,611558,751817
core_with_l2.core.backend.ctrlBlock.rename.slots_valid_rough_3_4,4089,602904,1508489
core_with_l2.core.backend.ctrlBlock.rename.slots_valid_rough_4_5,184222,538005,869227
core_with_l2.core.backend.ctrlBlock.rename.slots_valid_rough_5_6,53978,1607908,2073200
core_with_l2.core.backend.ctrlBlock.rename.slots_valid_rough_6_7,15531238,30530577,27190307
core_with_l2.core.backend.ctrlBlock.rename.slots_valid_rough_mean,5,5,5
core_with_l2.core.backend.ctrlBlock.rename.slots_valid_rough_overflow,0,0,0
core_with_l2.core.backend.ctrlBlock.rename.slots_valid_rough_sampled,18551972,37753057,36564732
core_with_l2.core.backend.ctrlBlock.rename.slots_valid_rough_sum,95020649,196917538,183505872
core_with_l2.core.backend.ctrlBlock.rename.slots_valid_rough_underflow,0,0,0
core_with_l2.core.backend.ctrlBlock.rename.stall_cycle_dispatch,6972009,23852632,21626792
core_with_l2.core.backend.ctrlBlock.rename.stall_cycle_fp,0,0,0
core_with_l2.core.backend.ctrlBlock.rename.stall_cycle_int,0,969147,987704
core_with_l2.core.backend.ctrlBlock.rename.stall_cycle_walk,142963,25877,11962
core_with_l2.core.backend.ctrlBlock.rename.utilization,95020655,196917544,183505878
core_with_l2.core.backend.ctrlBlock.rename.waitInstr,41860769,148014303,134345727
core_with_l2.core.backend.ctrlBlock.rob.alu_instr_cnt,9226619,10873155,10814379
core_with_l2.core.backend.ctrlBlock.rob.alu_latency_commit,235786843,584695493,497711799
core_with_l2.core.backend.ctrlBlock.rob.alu_latency_dispatch,11983352,33312499,28379958
core_with_l2.core.backend.ctrlBlock.rob.alu_latency_enq_rs,12219192,28268775,13675323
core_with_l2.core.backend.ctrlBlock.rob.alu_latency_enq_rs_execute,125160398,794456803,691831057
core_with_l2.core.backend.ctrlBlock.rob.alu_latency_execute,8024984,9411423,9400538
core_with_l2.core.backend.ctrlBlock.rob.alu_latency_issue,8024984,9411423,9400538
core_with_l2.core.backend.ctrlBlock.rob.alu_latency_select,109110430,775633957,673029981
core_with_l2.core.backend.ctrlBlock.rob.bku_instr_cnt,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.bku_latency_commit,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.bku_latency_dispatch,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.bku_latency_enq_rs,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.bku_latency_enq_rs_execute,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.bku_latency_execute,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.bku_latency_issue,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.bku_latency_select,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.clock_cycle,18551973,37753058,36564733
core_with_l2.core.backend.ctrlBlock.rob.commitInstr,20000005,19999995,19999993
core_with_l2.core.backend.ctrlBlock.rob.commitInstrBranch,2904446,5629264,5585676
core_with_l2.core.backend.ctrlBlock.rob.commitInstrFused,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.commitInstrLoad,4488021,7500739,7465134
core_with_l2.core.backend.ctrlBlock.rob.commitInstrLoadWait,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.commitInstrMove,1201635,1461732,1413841
core_with_l2.core.backend.ctrlBlock.rob.commitInstrMoveElim,1201635,1461732,1413841
core_with_l2.core.backend.ctrlBlock.rob.commitInstrStore,5672530,1189645,1181612
core_with_l2.core.backend.ctrlBlock.rob.commitUop,20000003,19999989,19999987
core_with_l2.core.backend.ctrlBlock.rob.csr_instr_cnt,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.csr_latency_commit,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.csr_latency_dispatch,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.csr_latency_enq_rs,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.csr_latency_enq_rs_execute,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.csr_latency_execute,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.csr_latency_issue,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.csr_latency_select,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.div_instr_cnt,0,1243,1128
core_with_l2.core.backend.ctrlBlock.rob.div_latency_commit,0,48308,38953
core_with_l2.core.backend.ctrlBlock.rob.div_latency_dispatch,0,1392,1128
core_with_l2.core.backend.ctrlBlock.rob.div_latency_enq_rs,0,1257,1128
core_with_l2.core.backend.ctrlBlock.rob.div_latency_enq_rs_execute,0,32684,33304
core_with_l2.core.backend.ctrlBlock.rob.div_latency_execute,0,13673,12408
core_with_l2.core.backend.ctrlBlock.rob.div_latency_issue,0,1243,1128
core_with_l2.core.backend.ctrlBlock.rob.div_latency_select,0,17768,19768
core_with_l2.core.backend.ctrlBlock.rob.empty,6212,293782,463756
core_with_l2.core.backend.ctrlBlock.rob.exception_num,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.exHalf,8374873,16484657,14245019
core_with_l2.core.backend.ctrlBlock.rob.fdiv_fsqrt_instr_cnt,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.fdiv_fsqrt_latency_commit,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.fdiv_fsqrt_latency_dispatch,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.fdiv_fsqrt_latency_enq_rs,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.fdiv_fsqrt_latency_enq_rs_execute,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.fdiv_fsqrt_latency_execute,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.fdiv_fsqrt_latency_issue,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.fdiv_fsqrt_latency_select,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.fence_instr_cnt,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.fence_latency_commit,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.fence_latency_dispatch,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.fence_latency_enq_rs,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.fence_latency_enq_rs_execute,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.fence_latency_execute,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.fence_latency_issue,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.fence_latency_select,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.flush_pipe_num,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.fmac_instr_cnt,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.fmac_instr_cnt_fma,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.fmac_latency_commit,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.fmac_latency_dispatch,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.fmac_latency_enq_rs,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.fmac_latency_enq_rs_execute,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.fmac_latency_enq_rs_execute_fma,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.fmac_latency_execute,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.fmac_latency_execute_fma,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.fmac_latency_issue,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.fmac_latency_select,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.fmisc_instr_cnt,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.fmisc_latency_commit,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.fmisc_latency_dispatch,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.fmisc_latency_enq_rs,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.fmisc_latency_enq_rs_execute,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.fmisc_latency_execute,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.fmisc_latency_issue,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.fmisc_latency_select,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.full,549945,212500,148960
core_with_l2.core.backend.ctrlBlock.rob.int_to_float_instr_cnt,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.int_to_float_latency_commit,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.int_to_float_latency_dispatch,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.int_to_float_latency_enq_rs,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.int_to_float_latency_enq_rs_execute,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.int_to_float_latency_execute,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.int_to_float_latency_issue,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.int_to_float_latency_select,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.interrupt_num,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.jmp_instr_cnt,612833,435207,537734
core_with_l2.core.backend.ctrlBlock.rob.jmp_latency_commit,16268826,29191045,44013979
core_with_l2.core.backend.ctrlBlock.rob.jmp_latency_dispatch,760113,950680,1660311
core_with_l2.core.backend.ctrlBlock.rob.jmp_latency_enq_rs,1167928,1054500,1268104
core_with_l2.core.backend.ctrlBlock.rob.jmp_latency_enq_rs_execute,2451332,1940276,2322263
core_with_l2.core.backend.ctrlBlock.rob.jmp_latency_execute,1225666,870414,1075468
core_with_l2.core.backend.ctrlBlock.rob.jmp_latency_issue,612833,435245,537763
core_with_l2.core.backend.ctrlBlock.rob.jmp_latency_select,612833,634617,709032
core_with_l2.core.backend.ctrlBlock.rob.load_instr_cnt,4488021,7500739,7465134
core_with_l2.core.backend.ctrlBlock.rob.load_latency_commit,76826252,230581218,225664300
core_with_l2.core.backend.ctrlBlock.rob.load_latency_dispatch,8194436,24852183,20769051
core_with_l2.core.backend.ctrlBlock.rob.load_latency_enq_rs,20906003,112068336,104670684
core_with_l2.core.backend.ctrlBlock.rob.load_latency_enq_rs_execute,122097692,759717955,643828703
core_with_l2.core.backend.ctrlBlock.rob.load_latency_execute,69348541,269545723,201289818
core_with_l2.core.backend.ctrlBlock.rob.load_latency_issue,5490870,9614931,9402530
core_with_l2.core.backend.ctrlBlock.rob.load_latency_select,47258281,480557301,433136355
core_with_l2.core.backend.ctrlBlock.rob.mou_instr_cnt,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.mou_latency_commit,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.mou_latency_dispatch,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.mou_latency_enq_rs,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.mou_latency_enq_rs_execute,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.mou_latency_execute,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.mou_latency_issue,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.mou_latency_select,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.mul_instr_cnt,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.mul_latency_commit,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.mul_latency_dispatch,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.mul_latency_enq_rs,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.mul_latency_enq_rs_execute,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.mul_latency_execute,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.mul_latency_issue,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.mul_latency_select,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.replay_inst_num,0,0,0
core_with_l2.core.backend.ctrlBlock.rob.robHeadPC,1279161219846,2684282686292,2596206877200
core_with_l2.core.backend.ctrlBlock.rob.s_idle_to_idle,17511779,36755733,35518386
core_with_l2.core.backend.ctrlBlock.rob.s_idle_to_walk,286167,332971,366527
core_with_l2.core.backend.ctrlBlock.rob.s_walk_to_idle,286167,332971,366527
core_with_l2.core.backend.ctrlBlock.rob.s_walk_to_walk,467860,331383,313293
core_with_l2.core.backend.ctrlBlock.rob.store_instr_cnt,5672530,1189645,1181612
core_with_l2.core.backend.ctrlBlock.rob.store_latency_commit,141174992,64596130,61341412
core_with_l2.core.backend.ctrlBlock.rob.store_latency_dispatch,9628834,5584317,4895912
core_with_l2.core.backend.ctrlBlock.rob.store_latency_enq_rs,23707992,11790108,12224906
core_with_l2.core.backend.ctrlBlock.rob.store_latency_enq_rs_execute,45230060,70181726,73642948
core_with_l2.core.backend.ctrlBlock.rob.store_latency_execute,28362650,5948225,5908060
core_with_l2.core.backend.ctrlBlock.rob.store_latency_issue,5672530,1189645,1181612
core_with_l2.core.backend.ctrlBlock.rob.store_latency_select,11194880,63043856,66553276
core_with_l2.core.backend.ctrlBlock.rob.util_0_1,6212,293782,463756
core_with_l2.core.backend.ctrlBlock.rob.util_1_2,2849,53397,78077
core_with_l2.core.backend.ctrlBlock.rob.util_2_3,5604,40384,57221
core_with_l2.core.backend.ctrlBlock.rob.util_3_4,2481,35732,50949
core_with_l2.core.backend.ctrlBlock.rob.util_4_5,13436,55658,75571
core_with_l2.core.backend.ctrlBlock.rob.util_5_6,1927,31493,39803
core_with_l2.core.backend.ctrlBlock.rob.util_6_7,7282,82110,116527
core_with_l2.core.backend.ctrlBlock.rob.util_7_8,8206,38908,54994
core_with_l2.core.backend.ctrlBlock.rob.util_8_9,10844,47878,68864
core_with_l2.core.backend.ctrlBlock.rob.util_9_10,3441,32340,43858
core_with_l2.core.backend.ctrlBlock.rob.util_10_11,40623,37540,54116
core_with_l2.core.backend.ctrlBlock.rob.util_11_12,5169,35835,44770
core_with_l2.core.backend.ctrlBlock.rob.util_12_13,27048,95348,126186
core_with_l2.core.backend.ctrlBlock.rob.util_13_14,39014,49437,67179
core_with_l2.core.backend.ctrlBlock.rob.util_14_15,24487,58231,78147
core_with_l2.core.backend.ctrlBlock.rob.util_15_16,4549,45702,62488
core_with_l2.core.backend.ctrlBlock.rob.util_16_17,70364,42206,59225
core_with_l2.core.backend.ctrlBlock.rob.util_17_18,3344,57720,66189
core_with_l2.core.backend.ctrlBlock.rob.util_18_19,33054,63783,86969
core_with_l2.core.backend.ctrlBlock.rob.util_19_20,24924,61864,80749
core_with_l2.core.backend.ctrlBlock.rob.util_20_21,18717,78411,101408
core_with_l2.core.backend.ctrlBlock.rob.util_21_22,21065,42681,58110
core_with_l2.core.backend.ctrlBlock.rob.util_22_23,37655,48065,75420
core_with_l2.core.backend.ctrlBlock.rob.util_23_24,6097,48413,56483
core_with_l2.core.backend.ctrlBlock.rob.util_24_25,29803,70156,85913
core_with_l2.core.backend.ctrlBlock.rob.util_25_26,91499,99437,122122
core_with_l2.core.backend.ctrlBlock.rob.util_26_27,38173,48949,67263
core_with_l2.core.backend.ctrlBlock.rob.util_27_28,29953,60659,69578
core_with_l2.core.backend.ctrlBlock.rob.util_28_29,51608,40958,57296
core_with_l2.core.backend.ctrlBlock.rob.util_29_30,33678,61789,67230
core_with_l2.core.backend.ctrlBlock.rob.util_30_31,41053,102446,119734
core_with_l2.core.backend.ctrlBlock.rob.util_31_32,10150,110997,135151
core_with_l2.core.backend.ctrlBlock.rob.util_32_33,62162,70865,88906
core_with_l2.core.backend.ctrlBlock.rob.util_33_34,10265,57724,69757
core_with_l2.core.backend.ctrlBlock.rob.util_34_35,53373,64066,78031
core_with_l2.core.backend.ctrlBlock.rob.util_35_36,10985,92068,101713
